113716,gic starkad's mr. match maker,m,,,normal,7.02
113515,ch murphy's venus,f,,,normal,1.92
113512,ch fant av moltemyr,m,,,normal,2.08
113705,ch napoleon of monhegan island,m,,,normal,8.22
113768,pokerface chantal of fantasie island,f,332517,186277,normal,0
113806,exoticats rea-lity,f,,,normal,6.36
113846,mega soja,f,411762,178272,normal,13.9
113773,coonyham mistral of terracoon,f,,,normal,14.4
113863,phoenix pride cerberus,m,128151,383593,normal,28.6
113798,ip & ic raus höjden's röde baron,m,259818,198739,normal,31.7
113864,nastrand's faina falerina,f,,,normal,3.98
113887,gic långängens puss,f,,,normal,2.65
113886,tailor hill's xanthos,m,,,normal,4.82
113889,kojani bonzo,m,,,normal,5.56
113956,sugar and spice nikita,f,376436,189732,normal,14
113962,badyrs windmill in the willows,f,,,normal,2.85
114000,prairiebaby plowman spring river pp,m,147965,314607,hcm,0
114062,santor's tweedy,f,122551,201200,normal,19.1
114017,sybo's balder,m,257070,321215,normal,6.56
113986,ec tihnerie's bachelour,m,,,normal,32.2
114296,ch glowcoon's globetrotter,m,,,normal,19.6
114164,prairiebaby plowman songs of freedom,m,,,normal,0
114269,soldalen yoda,m,,,normal,19.6
114123,ch fullmoon rendez-vous,f,322583,237922,normal,5.49
114348,ic oxiekullars chanel,f,352535,280174,normal,2.03
114360,starkad's willy wigwam,m,113716,140630,hcm,3.21
114397,dansbjergs ranulf,m,,,normal,2.83
114388,nina of whitfreynick,f,,,normal,10.6
114382,carramazza arianrhod of coonity,f,158239,382856,normal,9.82
114391,fife ic & ip mobackens zorro,m,,,normal,11.5
114431,sp & gic knjaze onega,f,328009,184960,normal,0
114558,ec maysula nordic warrior,m,,,normal,41.2
114630,gic elivagar's christianna,f,109397,363068,normal,0.76
114499,urian de la vallée de rosey,m,227064,291796,hcm,0
114536,fife pr & ch gaohs iju,m,,,normal,14.6
114664,ic zekape's queen amidala,f,324505,145506,normal,8.76
114781,ec skogvittras tatjana av tolstoj,f,358787,390695,normal,4.74
114719,cfa ch cozmecats princess of the universe,f,,,normal,29.1
114757,wicked witch blackhawk,m,,,normal,14
114708,ch old wattsche cindy of rump-coon,f,,,normal,13
114830,ec flatland's daniel,m,,,normal,0
114788,arctic angel van siduroy's hoeve,f,,,normal,1.78
114987,shadowland's auric goldfinger,m,,,normal,14.1
114859,loonycoons elladan,m,,,normal,0
115017,ch shiningwater elanor,f,,,normal,4.48
115194,overlord electra,f,,,normal,28.3
115189,luipinacoons blue diamant,f,,,normal,15.9
115165,watercoons thunder spirit,f,410342,132999,normal,4.87
115065,gic bonsai's blue bendixa,f,,,normal,36.3
115138,ch phoenix pride justitia,f,,,normal,31.5
115223,ic divinus jr aster,m,,,normal,19.2
115301,jarnac raggedy ann,f,283447,400395,normal,17.3
115292,ch chewbacca's raz the king,m,,,normal,2.76
115289,belle perez of the catwalk,f,,,normal,15.3
115270,annmalou's beatrice,f,,,normal,35
115390,ic nikopeja's grifina sneschinka,f,156311,274663,normal,0
115318,ch cotyledon's kapten keoz,m,124522,283668,normal,38.2
115349,aristo limaz roxie pontare,f,,,normal,3.7
115348,meinking's jasmine,f,,,normal,36.1
115376,fife ip & gic kazimirez heliotrop,m,,,normal,10.4
115462,sc stimics ms helmi,f,212798,241263,normal,0.549
115498,ch molga's noblesse,f,,,normal,22
115507,deep ocean's anemone,f,133569,344067,normal,6.92
115527,yankee cats named b'elanna,f,224657,239222,normal,8.52
115436,gaohs chokolat,f,,,normal,9.64
115599,injangwe's kovu,m,,,normal,35.8
115617,it's me claire de la lune,f,,,normal,13.2
115530,pr ec ewkala's emilio,m,,,normal,4.55
115552,maintain moonraker,m,265324,383015,normal,13.1
115553,bubasteion aiyana,f,149160,372375,normal,0
115706,ch jackson's beauty,f,,,normal,2.16
115767,sheltieblue raggasiden,f,,,normal,46.2
115638,panjandrum golden girl,f,,,normal,44.9
115639,kamikaze beloki boy,m,389921,207735,normal,15.8
115726,simpsalacoon's bolero,f,,,normal,13.4
